iter	MultiClass
321	0.9804895034
322	0.9803539804
323	0.9802745246
324	0.98014335
325	0.9800243638
326	0.9799221781
327	0.9798169617
328	0.9796708314
329	0.9796040252
330	0.9794909028
331	0.9793655918
332	0.9792680179
333	0.9791733429
334	0.9790202948
335	0.9788981463
336	0.9787913487
337	0.9786828381
338	0.9785355878
339	0.9784206865
340	0.9782281081
341	0.9781361344
342	0.97801952
343	0.9778577095
344	0.9777066379
345	0.9776040569
346	0.977491725
347	0.9773990924
348	0.9772423548
349	0.9771586165
350	0.9770802148
351	0.9769919306
352	0.9769029874
353	0.9767693751
354	0.9766630387
355	0.9765644106
356	0.9764632131
357	0.9763972635
358	0.9762694489
359	0.9761829435
360	0.976094791
361	0.9760173775
362	0.9759047162
363	0.9757456069
364	0.9756570591
365	0.975579975
366	0.9754408943
367	0.9753391698
368	0.9752565515
369	0.9751504786
370	0.9750308336
371	0.9748793009
372	0.9747624889
373	0.9745591057
374	0.9744149519
375	0.9743266018
376	0.9741924624
377	0.9740941638
378	0.9739944816
379	0.9739249742
380	0.9738171224
381	0.9736471422
382	0.9735338221
383	0.9734171419
384	0.9732914356
385	0.9731348299
386	0.9730418678
387	0.9729487082
388	0.9728162158
389	0.9727023028
390	0.9726152703
391	0.9725140069
392	0.9724199907
393	0.972334803
394	0.9722139721
395	0.9720552581
396	0.9719109726
397	0.9718141234
398	0.9717627999
399	0.9716536963
400	0.9715229829
401	0.9714418141
402	0.971361897
403	0.97128086
404	0.9711216847
405	0.9710364311
406	0.9709295017
407	0.9708588743
408	0.9707100428
409	0.9706229444
410	0.9704965793
411	0.9704013114
412	0.9702939867
413	0.9701330984
414	0.9700524567
415	0.9700007379
416	0.969932087
417	0.9697963005
418	0.969750116
419	0.9696383112
420	0.9694961998
421	0.9693652228
422	0.9692395825
423	0.9691553171
424	0.9690615645
425	0.9689776944
426	0.9689270956
427	0.9688403267
428	0.9686698853
429	0.9685853564
430	0.9684702574
431	0.9683844108
432	0.9682884182
433	0.968191569
434	0.968067378
435	0.9679339634
436	0.9678518722
437	0.9677858566
438	0.9676881509
439	0.9675886005
440	0.9675080905
441	0.9673810007
442	0.9672884999
443	0.9672120088
444	0.9670762223
445	0.9669792413
446	0.9668814698
447	0.9667657779
448	0.9666660298
449	0.9665716183
450	0.9664992779
451	0.9663541359
452	0.9662578797
453	0.9661495009
454	0.9660725486
455	0.9660239922
456	0.9658952553
457	0.965830228
458	0.9657455015
459	0.9656696692
460	0.9655494313
461	0.9654500126
462	0.9653412385
463	0.9652296314
464	0.9651866751
465	0.965092659
466	0.9650089207
467	0.9649296625
468	0.9648496795
469	0.9647568493
470	0.9646581554
471	0.9645712546
472	0.9644869893
473	0.9643693867
474	0.9642932909
475	0.9641446571
476	0.9640665189
477	0.9639839665
478	0.9639006894
479	0.9637948142
480	0.9637059369
481	0.9636100101
482	0.9635290389
483	0.9634466842
484	0.9633788239
485	0.9632966009
486	0.9632093708
487	0.9631253031
488	0.9630412353
489	0.9629138161
490	0.9628216447
491	0.9627343486
492	0.9626121342
493	0.9625152192
494	0.9624264737
495	0.9623118359
496	0.962239232
497	0.9621476535
498	0.9620133164
499	0.9619173237
500	0.9617957682
501	0.9616520097
502	0.9615689303
503	0.9614673375
504	0.9613369534
505	0.9612512386
506	0.9611134756
507	0.9610404764
508	0.9609612182
509	0.9608886142
510	0.9608137702
511	0.960766268
512	0.960651169
513	0.9605606447
514	0.9604449528
515	0.960399493
516	0.9603141734
517	0.9602233197
518	0.9601422826
519	0.9600132822
520	0.9599168942
521	0.9598244592
522	0.959643147
523	0.9595796351
524	0.9594986639
525	0.9593777012
526	0.95926952
527	0.9591911842
528	0.9591268816
529	0.9590265406
530	0.9589229054
531	0.9587660361
532	0.9586177317
533	0.9585403841
534	0.9584279205
535	0.9583255371
536	0.9582423259
537	0.9581406013
538	0.9580616066
539	0.9579581032
540	0.9577993891
541	0.9577134108
542	0.9576386986
543	0.9574890765
544	0.9574085006
545	0.9572729117
546	0.9572155928
547	0.9571335016
548	0.9570271652
549	0.9569619403
550	0.9568793879
551	0.9567841858
552	0.9566980098
553	0.9566329166
554	0.9565393616
555	0.9564649788
556	0.9563247781
557	0.9562130392
558	0.9561538755
559	0.9560632853
560	0.9559910108
561	0.9559162327
562	0.9558314403
563	0.9557307698
564	0.9556304947
565	0.9555190193
566	0.9554407494
567	0.9553488415
568	0.9552688586
569	0.9551921698
570	0.9550669248
571	0.9549455668
572	0.9548749394
573	0.9547734125
574	0.9546946813
575	0.9545955262
576	0.9545297742
577	0.9544109198
578	0.9542627472
579	0.954198774
580	0.9540913835
581	0.9540136406
582	0.9539397848
583	0.9538891861
584	0.9538006383
585	0.953721973
586	0.9535888219
587	0.9534876244
588	0.9534357738
589	0.9533195548
590	0.9532426685
591	0.9531619608
592	0.9530655728
593	0.9529824934
594	0.9529108777
595	0.9528619919
596	0.9527444552
597	0.9526422036
598	0.9525232174
599	0.9524058784
