timestamp,symbol,prob_buy,prob_hold,prob_sell,override_triggered,final_prediction,override_count,actual_outcome,entry_price,exit_price,days_held,prob_asymmetry,max_directional,neutral_dominance
2026-01-13T11:26:46.210162,NEM,0.000708,0.999009,0.000282,True,hold,1,,114.44499969482422,,,0.000426,0.000708,0.998301
2026-01-13T11:26:46.407488,NVDA,0.001032,0.009063,0.989905,True,sell,3,,186.64999389648438,,,0.988874,0.989905,-0.980842
2026-01-13T11:26:46.599130,PG,0.000758,0.998986,0.000256,True,hold,1,,143.75999450683594,,,0.000502,0.000758,0.998228
2026-01-13T11:26:46.794128,PLD,0.023062,0.958826,0.018112,True,hold,1,,127.72000122070312,,,0.004950,0.023062,0.935764
2026-01-13T11:26:46.977526,SLB,0.868489,0.129084,0.002427,True,buy,6,,45.630001068115234,,,0.866063,0.868489,-0.739405
2026-01-13T11:26:47.180199,UNH,0.000149,0.999771,0.000080,True,hold,1,,336.2099914550781,,,0.000069,0.000149,0.999622
2026-01-13T11:26:47.392504,UPS,0.000791,0.998774,0.000435,True,hold,1,,107.01000213623047,,,0.000356,0.000791,0.997983
2026-01-13T11:26:47.608031,XOM,0.000265,0.999147,0.000587,True,hold,1,,125.9000015258789,,,0.000322,0.000587,0.998560
2026-01-13T23:00:08.898605,AAPL,0.000335,0.999547,0.000118,True,hold,1,,260.2088928222656,,,0.000217,0.000335,0.999211
2026-01-13T23:00:09.062357,ABBV,0.003237,0.995288,0.001475,False,hold,0,,219.01499938964844,,,0.001762,0.003237,0.992051
2026-01-13T23:00:09.237349,ADBE,0.549293,0.447906,0.002800,True,buy,4,,313.55999755859375,,,0.546493,0.549293,-0.101387
2026-01-13T23:00:09.419069,AMD,0.009682,0.987823,0.002495,False,hold,0,,220.9477996826172,,,0.007187,0.009682,0.978141
2026-01-13T23:00:09.632005,AMT,0.004289,0.992633,0.003078,True,hold,1,,170.27000427246094,,,0.001210,0.004289,0.988344
2026-01-13T23:00:09.789853,AMZN,0.000398,0.999435,0.000166,True,hold,1,,244.14999389648438,,,0.000232,0.000398,0.999037
2026-01-13T23:00:09.958400,BAC,0.003443,0.994848,0.001708,False,hold,0,,54.67499923706055,,,0.001735,0.003443,0.991405
2026-01-13T23:00:10.146896,BRK-B,0.000188,0.999719,0.000093,False,hold,0,,494.1510925292969,,,0.000096,0.000188,0.999530
2026-01-13T23:00:10.347674,CAT,0.000468,0.999426,0.000106,False,hold,0,,638.6300048828125,,,0.000362,0.000468,0.998958
2026-01-13T23:00:10.567204,COST,0.000219,0.997443,0.002337,False,hold,0,,937.4420776367188,,,0.002118,0.002337,0.995106
2026-01-13T23:00:10.758287,CVX,0.000192,0.999689,0.000119,False,hold,0,,164.97999572753906,,,0.000073,0.000192,0.999497
2026-01-13T23:00:10.962001,DE,0.000149,0.999709,0.000142,False,hold,0,,493.57501220703125,,,0.000007,0.000149,0.999560
2026-01-13T23:00:11.171519,DIS,0.005132,0.992398,0.002470,True,hold,1,,111.83350372314453,,,0.002662,0.005132,0.987266
2026-01-13T23:00:11.359946,DUK,0.001420,0.997726,0.000854,False,hold,0,,116.38999938964844,,,0.000566,0.001420,0.996306
2026-01-13T23:00:11.586173,GOOGL,0.000977,0.997937,0.001086,True,hold,1,,339.65869140625,,,0.000109,0.001086,0.996852
2026-01-13T23:00:11.778764,GS,0.000103,0.999815,0.000081,True,hold,1,,941.5900268554688,,,0.000022,0.000103,0.999712
2026-01-13T23:00:11.964619,HD,0.000118,0.999720,0.000163,True,hold,1,,375.30999755859375,,,0.000045,0.000163,0.999557
2026-01-13T23:00:12.147143,HON,0.000235,0.999611,0.000155,False,hold,0,,210.2624969482422,,,0.000080,0.000235,0.999376
2026-01-13T23:00:12.309844,JNJ,0.000875,0.998942,0.000183,True,hold,1,,213.22999572753906,,,0.000692,0.000875,0.998067
